brand,variante,modelo,seg,concept,cn_raw
BMW,55BZ,X3,KKL,SAV,X3 SDRIVE18D
BMW,58FF,320I,,,320I
BMW,61AT,M440I XDRIVE,,,M440I XDRIVE
BMW,61AY,M3 CS,,,M3 CS
BMW,61CA,X4,KKL,SAV,X4 XDRIVE30D
BMW,61CF,IX,MKL,SAV,IX M70 XDRIVE
BMW,61CM,218I,,,218I
BMW,61DP,X3,KKL,SAV,X3 XDRIVE30E
BMW,61EF,IX1,UKL2,SAV,IX1 XDRIVE30
BMW,61FB,M440I XDRIVE,,,M440I XDRIVE
BMW,61FN,430D XDRIVE,,,430D XDRIVE
BMW,61FP,M440I XDRIVE,,,M440I XDRIVE
BMW,61FR,430D XDRIVE,,,430D XDRIVE
BMW,61FU,M340D XDRIVE,,,M340D XDRIVE
BMW,61FZ,M340D XDRIVE,,,M340D XDRIVE
BMW,61HC,M440I XDRIVE,,,M440I XDRIVE
BMW,61HD,I4,KKL,SEDAN,I4 EDRIVE40
BMW,61HG,I5,MKL,SEDAN,I5 EDRIVE40
BMW,61HH,I5,MKL,SEDAN,I5 M60 XDRIVE
BMW,65GP,X3,KKL,SAV,X3 30E XDRIVE
BMW,68FF,330I,,,330I
BMW,68FU,M340D XDRIVE,,,M340D XDRIVE
BMW,71AU,M440D XDRIVE,,,M440D XDRIVE
BMW,71AW,I4,KKL,SEDAN,I4 EDRIVE40
BMW,71BX,220I ACTIVE TOURER,,,220I ACTIVE TOURER
BMW,71BY,220D ACTIVE TOURER,,,220D ACTIVE TOURER
BMW,71CY,330E XDRIVE,,,330E XDRIVE
BMW,71DB,440I XDRIVE,,,440I XDRIVE
BMW,71EG,IX1,UKL2,SAV,IX1 EDRIVE20
BMW,71FJ,530E,,,530E
BMW,71FN,M440D XDRIVE,,,M440D XDRIVE
BMW,71FY,330I XDRIVE,,,330I XDRIVE
BMW,71GM,IX2,UKL2,SAV,IX2 XDRIVE30
BMW,71GP,X3,KKL,SAV,X3 M50 XDRIVE
BMW,71HB,M440I XDRIVE,,,M440I XDRIVE
BMW,71HD,I4,KKL,SEDAN,I4 M60 XDRIVE
BMW,71HH,I5,MKL,SEDAN,I5 EDRIVE40
BMW,7K31,118I,,,118I
BMW,7M71,116D,,,116D
BMW,7M91,118D,,,118D
BMW,81AZ,3.0,,,3.0 CSL
BMW,81CA,X4,KKL,SAV,X4 M40D
BMW,81DA,M440I XDRIVE,,,M440I XDRIVE
BMW,81DB,420I,,,420I
BMW,81EH,I7,GKL,SEDAN,I7 M70 XDRIVE
BMW,81FJ,530E XDRIVE,,,530E XDRIVE
BMW,81FK,M5,,,M5
BMW,81FY,M340I XDRIVE,,,M340I XDRIVE
BMW,81GE,120,,,120
BMW,81GM,X2,UKL2,SAV,X2 M35I XDRIVE
BMW,81GV,M5,,,M5
BMW,85BZ,X3,KKL,SAV,X3 XDRIVE30D
BMW,85DP,X3,KKL,SAV,X3 M40I
BMW,88FF,330I XDRIVE,,,330I XDRIVE
BMW,AE01,M8 COMPETITION,,,M8 COMPETITION
BMW,AE21,840I,,,840I
BMW,BC41,M850I XDRIVE,,,M850I XDRIVE
BMW,BC61,840D XDRIVE,,,840D XDRIVE
BMW,CY81,X6,MKL,SAV,X6 M50I
BMW,DZ01,M8 COMPETITION,,,M8 COMPETITION
BMW,DZ21,840I,,,840I
BMW,FY41,M850I XDRIVE,,,M850I XDRIVE
BMW,FY61,840D XDRIVE,,,840D XDRIVE
BMW,GV01,M8 COMPETITION,,,M8 COMPETITION
BMW,GV21,840I,,,840I
BMW,GW01,840D XDRIVE,,,840D XDRIVE
BMW,HF11,Z4,KKL,COUPE,Z4 SDRIVE20I
BMW,HF31,Z4,KKL,COUPE,Z4 SDRIVE30I
BMW,HF51,Z4,KKL,COUPE,Z4 M40I
BMW,YH11,X2,UKL2,SAV,X2 SDRIVE18I
BMW,YN91,X2,UKL2,SAV,X2 XDRIVE25E
BYD,H2F1C,DOLPHIN,UKL1,HATCH,BYD DOLPHIN
BYD,HE2F1C,DOLPHIN SURF,UKL0,HATCH,BYD DOLPHIN SURF
BYD,HH2F1C,SEAL 6,KKL,SEDAN,SEAL 6 DM-I TOURING
BYD,M2D1C,TANG,KKL,SAV,TANG EV
BYD,M2F1C,ATTO 2,UKL1,SAV,BYD ATTO 2
BYD,ME2D1C,SEALION 7,KKL,SAV,BYD SEALION 7
BYD,ME2F1C,SEAL U,KKL,SAV,BYD SEAL U
BYD,ME2R1C,SEALION 7,KKL,SAV,BYD SEALION 7
BYD,MH2D1C,SEAL U,KKL,SAV,BYD SEAL U DM-I
BYD,MH2F1C,SEAL U,KKL,SAV,BYD SEAL U DM-I
BYD,SE2D1C,SEAL,KKL,SEDAN,BYD SEAL
BYD,SE2R1C,SEAL,KKL,SEDAN,BYD SEAL
BYD,SH2F1C,SEAL 6,KKL,SEDAN,SEAL 6 DM-I
CITROEN,4,C5 AIRCROSS,UKL2,SAV,C5 AIRCROSS PLUG-IN HYBRID 225 E-EAT8 MAX
CITROEN,A,C4,UKL2,HATCH,NUEVO C4 HYBRID 145 E-DSC6 BUSINESS EDITION
CITROEN,B,BERLINGO,UKL1,MPV,BERLINGO TALLA M BLUEHDI 100 SS 6V PLUS
CITROEN,BE6FB,JUMPER,SKL,TRANSPORTER,JUMPER
CITROEN,C,C3,UKL1,CABRIO,NUEVO CITROEN C3 TURBO 100 SS 6V MAX
CITROEN,CF6FC,JUMPER,SKL,TRANSPORTER,JUMPER
CITROEN,D,C4X,,,NUEVO C4X HYBRID 136 E-DSC6 PLUS
CITROEN,DBHZ,C4,UKL2,HATCH,C4 PICASSO BLUEHDI 120 SS EAT6 POLICIA
CITROEN,DHNY,C4,UKL2,HATCH,C4 PICASSO PURETECH 130 SS EAT6 POLICIA
CITROEN,E,C4X,,,C4X BLUEHDI 130 SS EAT8 PLUS (SOLO STOCK)
CITROEN,EEHZ7C,SPACETOURER,SKL,TRANSPORTER,SPACETOURER JUMPY
CITROEN,EEHZ7P,SPACETOURER,SKL,TRANSPORTER,SPACETOURER JUMPY
CITROEN,F,E-C4X ELECTRICO,,,NUEVO E-C4X ELECTRICO 115 KW - 54KWH MAX
CITROEN,G,C3 AIRCROSS,UKL1,SAV,NUEVO CITROEN C3 AIRCROSS TURBO 100 SS 6V PLUS
CITROEN,J/YHVM,JUMPY,SKL,TRANSPORTER,JUMPY
CITROEN,K,JUMPY,SKL,TRANSPORTER,JUMPY COMBI TALLA M BLUEHDI 180 SS EAT8
CITROEN,M,E-BERLINGO TALLA M,,,E-BERLINGO TALLA M ELECTRICO 50 KWH PLUS
CITROEN,N,SPACETOURER,SKL,TRANSPORTER,SPACETOURER PLUS TALLA M BLUEHDI 180 SS EAT8
CITROEN,P,E-C3 AIRCROSS ELECTRICO,,,NUEVO CITROEN E-C3 AIRCROSS ELECTRICO 113CV MAX
CITROEN,R,C5 AIRCROSS,UKL2,SAV,C5 AIRCROSS HYBRID 136 E-DCS6 PLUS
CITROEN,S,E-JUMPY COMBI TALLA,,,NUEVO E-JUMPY COMBI TALLA M ELECTRICO 100 KW BATER
CITROEN,XHMR,C3,UKL1,CABRIO,C3 ORIGIN PURETECH 83 SS MAX
CITROEN,Z,E-BERLINGO ELECTRICO,,,E-BERLINGO ELECTRICO 50 KWH TALLA M SHINE
CUPRA,BEBJCL1FX2,BORN,UKL2,HATCH,BORN 150 KW 58 62 KWH
CUPRA,BECWAD8SX2,BORN,UKL2,HATCH,BORN 170 KW 77 82 KWH
CUPRA,BECWBD8SX2,BORN,UKL2,HATCH,BORN 170 KW 58 62 KWH
CUPRA,BEDCAD8SX2,BORN,UKL2,HATCH,BORN 170 KW 77 82 KWH
CUPRA,BEDCCD8SX2,BORN,UKL2,HATCH,BORN 170 KW 60 63 KWH
CUPRA,BEDCCM0AX2,BORN,UKL2,HATCH,BORN 150 KW 60 63 KWH
CUPRA,BEEWAL1AX2,BORN,UKL2,HATCH,BORN 240 KW 79 84 KWH
CUPRA,CBDFYAX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON
CUPRA,CBDGEAX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON E-HYBRID150
CUPRA,CBDNFCX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON
CUPRA,CBDNNAX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON
CUPRA,CBDUCAX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON E-HYBRID200
CUPRA,CBDUCBX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON E-HYBRID150
CUPRA,CBDXDBX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON
CUPRA,CBDXRBX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON
CUPRA,CFDGEAX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON SP E-HYBRID180
CUPRA,CFDNFBX1,CUPRA LEON,UKL2,HATCH,CUPRA LEON SP
CUPRA,CFDNFFX1,CUPRA LEON,UKL2,HATCH,CUPRA LEON SP
CUPRA,CFDNNAX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON SP
CUPRA,CFDNNEX1,CUPRA LEON,UKL2,HATCH,CUPRA LEON SP
CUPRA,CFDUCAX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON SP E-HYBRID200
CUPRA,CFDUCBX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON SP E-HYBRID150
CUPRA,CFDXDBX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON SP
CUPRA,CFDXRBX0,CUPRA LEON,UKL2,HATCH,CUPRA LEON SP
CUPRA,CXDGEAX0,FORMENTOR,UKL2,SAV,FORMENTOR E-HYBRID
CUPRA,CXDNFCX1,CUPRA ATECA,UKL2,SAV,CUPRA ATECA
CUPRA,CXDNFFX1,FORMENTOR,UKL2,SAV,FORMENTOR
CUPRA,CXDNNAX1,CUPRA ATECA,UKL2,SAV,CUPRA ATECA
CUPRA,CXDNNEX1,FORMENTOR,UKL2,SAV,FORMENTOR
CUPRA,CXDNPAX0,FORMENTOR,UKL2,SAV,FORMENTOR
CUPRA,CXDNPDX0,FORMENTOR,UKL2,SAV,FORMENTOR
CUPRA,CXDPCAX0,FORMENTOR,UKL2,SAV,FORMENTOR
CUPRA,CXDTTCX1,FORMENTOR,UKL2,SAV,FORMENTOR
